date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
23:05:53	203509/203509	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Nov%202020%2016:05:53%20GMT	https://trello.com/login	D:/KULIAH/Programming/HTML/belajar/duppage/trello/trello.com/login.html	(from )
23:05:53	357/357	---M--	200	added ('OK')	text/plain	etag:W/%22165-175d7a2a938%22	https://trello.com/robots.txt		(from )
23:05:54	82657/82657	---MCZ	200	added ('OK')	text/javascript	etag:%221f7b6a746413ec08ad6f31810ed0db27%22	https://d2t77mnxyo7adj.cloudfront.net/v1/c.js?422291556643169	D:/KULIAH/Programming/HTML/belajar/duppage/trello/d2t77mnxyo7adj.cloudfront.net/v1/c2866.js	(from https://trello.com/login)
23:05:55	84244/84244	---M-Z	200	added ('OK')	application/javascript	etag:%2267806f9ff1ce059372fafdc52c3073c2%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/c/p/res/js/67806f9ff1ce059372fafdc52c3073c2/jquery.min.js	D:/KULIAH/Programming/HTML/belajar/duppage/trello/d2k1ftgv7pobq7.cloudfront.net/meta/c/p/res/js/67806f9ff1ce059372fafdc52c3073c2/jquery.min.js	(from https://trello.com/login)
23:05:56	731015/731015	---M--	200	added ('OK')	image/png	etag:%2268369975a2dc2deec3d9d233ccf82ae3%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/c/p/res/images/68369975a2dc2deec3d9d233ccf82ae3/gold-backgrounds-ocean.png	D:/KULIAH/Programming/HTML/belajar/duppage/trello/d2k1ftgv7pobq7.cloudfront.net/meta/c/p/res/images/68369975a2dc2deec3d9d233ccf82ae3/gold-backgrounds-ocean.png	(from https://trello.com/login)
23:05:57	18330/18330	---M-Z	200	added ('OK')	text/html	etag:%22TY5/6d/QmOgf5p6G9jm7wEV4zjs=%22	https://trello.com/GET	D:/KULIAH/Programming/HTML/belajar/duppage/trello/trello.com/GET.html	(from https://trello.com/login)
23:05:57	579/579	---M-Z	200	added ('OK')	application/javascript	etag:%22d6da7679310d33e2493c6ae4b75eae8d%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/c/p/res/js/analytics/d6da7679310d33e2493c6ae4b75eae8d/googleAnalytics.js	D:/KULIAH/Programming/HTML/belajar/duppage/trello/d2k1ftgv7pobq7.cloudfront.net/meta/c/p/res/js/analytics/d6da7679310d33e2493c6ae4b75eae8d/googleAnalytics.js	(from https://trello.com/login)
23:05:57	593/593	---M-Z	200	added ('OK')	application/javascript	etag:%2207704e81046d51af8ee40cf7f4ee17eb%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/c/p/res/js/analytics/07704e81046d51af8ee40cf7f4ee17eb/googleTagManager.js	D:/KULIAH/Programming/HTML/belajar/duppage/trello/d2k1ftgv7pobq7.cloudfront.net/meta/c/p/res/js/analytics/07704e81046d51af8ee40cf7f4ee17eb/googleTagManager.js	(from https://trello.com/login)
23:05:57	915/915	---M--	403	error ('Forbidden')	text/html	date:Wed,%2018%20Nov%202020%2016:05:58%20GMT	http://a.trellocdn.com/lib/snowplow/2.9.0.js	D:/KULIAH/Programming/HTML/belajar/duppage/trello/a.trellocdn.com/lib/snowplow/2.9.0.7.delayed	(from https://trello.com/login)
23:05:58	14643/14643	---M-Z	200	added ('OK')	application/javascript	etag:%22cfe32e63c0dc7dced3300c77cdea9f48%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/c/p/res/js/cfe32e63c0dc7dced3300c77cdea9f48/underscore.min.js	D:/KULIAH/Programming/HTML/belajar/duppage/trello/d2k1ftgv7pobq7.cloudfront.net/meta/c/p/res/js/cfe32e63c0dc7dced3300c77cdea9f48/underscore.min.js	(from https://trello.com/login)
23:05:58	251668/251668	---M-Z	200	added ('OK')	application/javascript	etag:%226e5efc3cf012b218f1552dff3cab9821%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/c/p/res/js/analytics/6e5efc3cf012b218f1552dff3cab9821/analytics-web-client.js	D:/KULIAH/Programming/HTML/belajar/duppage/trello/d2k1ftgv7pobq7.cloudfront.net/meta/c/p/res/js/analytics/6e5efc3cf012b218f1552dff3cab9821/analytics-web-client.js	(from https://trello.com/login)
23:05:58	999/999	---M-Z	200	added ('OK')	application/javascript	etag:%228967b01b7b00e7f2c4182bac9b5817a1%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/c/p/res/js/analytics/gas/8967b01b7b00e7f2c4182bac9b5817a1/gasWrapper.js	D:/KULIAH/Programming/HTML/belajar/duppage/trello/d2k1ftgv7pobq7.cloudfront.net/meta/c/p/res/js/analytics/gas/8967b01b7b00e7f2c4182bac9b5817a1/gasWrapper.js	(from https://trello.com/login)
23:05:59	837/837	---M-Z	200	added ('OK')	application/javascript	etag:%22aa8fdc90eecc50f8999cbc2c2a1de2b1%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/c/p/res/js/analytics/gas/aa8fdc90eecc50f8999cbc2c2a1de2b1/initGasWrapper.js	D:/KULIAH/Programming/HTML/belajar/duppage/trello/d2k1ftgv7pobq7.cloudfront.net/meta/c/p/res/js/analytics/gas/aa8fdc90eecc50f8999cbc2c2a1de2b1/initGasWrapper.js	(from https://trello.com/login)
23:06:00	204968/204968	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Nov%202020%2016:06:00%20GMT	https://trello.com/signup	D:/KULIAH/Programming/HTML/belajar/duppage/trello/trello.com/signup.html	(from https://trello.com/login)
23:06:00	42671/42671	---M-Z	200	added ('OK')	application/javascript	etag:W/%2242671-1604965265268%22	https://appleid.cdn-apple.com/appleauth/static/jsapi/appleid/1/en_US/appleid.auth.js	D:/KULIAH/Programming/HTML/belajar/duppage/trello/appleid.cdn-apple.com/appleauth/static/jsapi/appleid/1/en_US/appleid.auth.js	(from https://trello.com/login)
23:06:00	179338/179338	---MCZ	200	added ('OK')	text/html	date:Wed,%2018%20Nov%202020%2016:06:00%20GMT	https://trello.com/forgot	D:/KULIAH/Programming/HTML/belajar/duppage/trello/trello.com/forgot.html	(from https://trello.com/login)
23:06:02	140/140	---M--	200	added ('OK')	text/html	date:Wed,%2018%20Nov%202020%2016:06:01%20GMT	https://trello.com/privacy	D:/KULIAH/Programming/HTML/belajar/duppage/trello/trello.com/privacy.html	(from https://trello.com/login)
23:06:03	163/163	---M--	200	added ('OK')	text/html	date:Wed,%2018%20Nov%202020%2016:06:03%20GMT	https://trello.com/legal	D:/KULIAH/Programming/HTML/belajar/duppage/trello/trello.com/legal.html	(from https://trello.com/login)
23:06:04	455/455	---M-Z	200	added ('OK')	application/javascript	etag:%22d48e93d7cff906f56a79ed6e4591e0b6%22	https://d2k1ftgv7pobq7.cloudfront.net/meta/c/p/res/js/d48e93d7cff906f56a79ed6e4591e0b6/languagePicker.js	D:/KULIAH/Programming/HTML/belajar/duppage/trello/d2k1ftgv7pobq7.cloudfront.net/meta/c/p/res/js/d48e93d7cff906f56a79ed6e4591e0b6/languagePicker.js	(from https://trello.com/login)
23:06:05	18330/18330	---M-Z	200	added ('OK')	text/html	etag:%22TY5/6d/QmOgf5p6G9jm7wEV4zjs=%22	https://trello.com/templates	D:/KULIAH/Programming/HTML/belajar/duppage/trello/trello.com/templates.html	(from https://trello.com/login)
23:06:05	159424/159424	---M-Z	200	added ('OK')	text/html	etag:W/%2226ec0-ERYLV4b2ek4eVym69QMO0OvxaIg%22	https://trello.com/pricing	D:/KULIAH/Programming/HTML/belajar/duppage/trello/trello.com/pricing.html	(from https://trello.com/login)
23:06:06	85203/85203	---M-Z	200	added ('OK')	text/html	etag:W/%2214cd3-CGXcLViPDry7A1/pEVzEASL771s%22	https://trello.com/platforms	D:/KULIAH/Programming/HTML/belajar/duppage/trello/trello.com/platforms.html	(from https://trello.com/login)
23:06:07	81402/81402	---M-Z	200	added ('OK')	text/html	etag:W/%2213dfa-pbs8VI3izgrDZTnju1SvS/KSJJQ%22	https://trello.com/about	D:/KULIAH/Programming/HTML/belajar/duppage/trello/trello.com/about.html	(from https://trello.com/login)
23:06:07	6265/6265	---M--	200	added ('OK')	image/png	etag:%220307bc39ec6c9ff499c80e18c767b8b1%22	https://a.trellocdn.com/prgb/dist/images/ios/apple-touch-icon-152x152-precomposed.0307bc39ec6c9ff499c8.png	D:/KULIAH/Programming/HTML/belajar/duppage/trello/a.trellocdn.com/prgb/dist/images/ios/apple-touch-icon-152x152-precomposed.0307bc39ec6c9ff499c8.png	(from https://trello.com/GET)
23:06:08	5630/5630	---M--	200	added ('OK')	image/png	etag:%220dbf6daf256eb7678e5e2185d5146165%22	https://a.trellocdn.com/prgb/dist/images/ios/apple-touch-icon-144x144-precomposed.0dbf6daf256eb7678e5e.png	D:/KULIAH/Programming/HTML/belajar/duppage/trello/a.trellocdn.com/prgb/dist/images/ios/apple-touch-icon-144x144-precomposed.0dbf6daf256eb7678e5e.png	(from https://trello.com/GET)
23:06:08	4799/4799	---M--	200	added ('OK')	image/png	etag:%22a68051b5c9144abe859ba11e278bbceb%22	https://a.trellocdn.com/prgb/dist/images/ios/apple-touch-icon-120x120-precomposed.a68051b5c9144abe859b.png	D:/KULIAH/Programming/HTML/belajar/duppage/trello/a.trellocdn.com/prgb/dist/images/ios/apple-touch-icon-120x120-precomposed.a68051b5c9144abe859b.png	(from https://trello.com/GET)
